date: 30.09.2022     time: 22:22:23     action: 5j / 45 = 0.1111111111111111j
date: 30.09.2022     time: 22:22:56     action: 23 / 0 = False
date: 30.09.2022     time: 22:23:54     action: (3-5j) / 0 = False
